Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Guinea-Bissau,GNB,Internet users (per 100 people),IT.NET.USER.P2,0.230103170591588,0.299569144677667,1.02299323436117,1.35419747762901,1.80814220342991,1.90136531610877,2.0571967045036,2.20630223745003,2.35488871087933,2.30328059172582,2.45,2.672,2.89399062085531
Guyana,GUY,Internet users (per 100 people),IT.NET.USER.P2,6.61149156572021,13.2069864958563,,,,,,,18.2,23.9,29.9,32,34.3080462212964
Haiti,HTI,Internet users (per 100 people),IT.NET.USER.P2,0.231270714628821,0.340832326173809,0.893432988337908,1.64735834557778,5.401261907622,6.37620163504938,6.79600048052951,7.2,7.6,8.1,8.37,9.5,10.8702960267506
Honduras,HND,Internet users (per 100 people),IT.NET.USER.P2,1.20385599891878,1.41528193123711,2.5974025974026,4.8,5.6,6.5,7.8,9.4,9.6,9.8,11.09,15.9,18.1198701421747
"Hong Kong SAR, China",HKG,Internet users (per 100 people),IT.NET.USER.P2,27.8277606812581,38.6714032309569,43.0823830278909,52.2000433497404,56.3998803935333,56.9,60.8,64.8,66.7,69.4,72,72.2,72.8
Hungary,HUN,Internet users (per 100 people),IT.NET.USER.P2,6.99967635062916,14.5285543028277,16.67,21.63,27.74,38.97,47.06,53.3,61,62,65,70,72
Iceland,ISL,Internet users (per 100 people),IT.NET.USER.P2,44.470533824288,49.3929953676426,79.12,83.14,83.88,87,89.51,90.6,91,93,93.39,95.02,96
India,IND,Internet users (per 100 people),IT.NET.USER.P2,0.527532449930946,0.660146377009928,1.53787558175083,1.68648997063625,1.97613649190559,2.38807499995774,2.80549986534254,3.95,4.38,5.12,7.5,10.07,12.5800609138955
Indonesia,IDN,Internet users (per 100 people),IT.NET.USER.P2,0.925563864466858,2.01861385948459,2.13413573295808,2.38701977959476,2.60028587633414,3.60202476259646,4.76481313366657,5.78627472934199,7.91747938492903,6.92,10.92,12.28,15.36
"Iran, Islamic Rep.",IRN,Internet users (per 100 people),IT.NET.USER.P2,0.934190019959829,1.48422133163363,4.62617511492205,6.93372195304053,7.49,8.1,8.76,9.47,10.24,11.07,14.7,21,25.997636032787
Iraq,IRQ,Internet users (per 100 people),IT.NET.USER.P2,,0.1,0.5,0.6,0.9,0.9,0.95234424383919,0.93,1,1.06,2.5,5,7.1
Ireland,IRL,Internet users (per 100 people),IT.NET.USER.P2,17.8504672405807,23.1388121904053,25.85,34.31,36.99,41.61,54.82,60.55,65.34,67.38,69.85,76.82,79
Isle of Man,IMY,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,
Israel,ISR,Internet users (per 100 people),IT.NET.USER.P2,20.8737899981674,17.3786238639049,17.7645990630493,19.5933936579649,22.7704855254035,25.1940424216829,27.8810744577346,48.1280621948445,59.39,63.12,67.5,68.9,73.3650160988905
Italy,ITA,Internet users (per 100 people),IT.NET.USER.P2,23.1108742441037,27.2221169788811,28.04,29.04,33.24,35,37.99,40.79,44.53,48.83,53.68,56.8,58
Jamaica,JAM,Internet users (per 100 people),IT.NET.USER.P2,3.11577802729967,3.8630203874764,6.1,7.8,10,12.8,16.4,21.1,23.6,24.3,27.67,37.49,46.5
Japan,JPN,Internet users (per 100 people),IT.NET.USER.P2,29.9907403589142,38.5320608612719,46.5942011179917,48.4352658899653,62.3939296327259,66.9210661042901,68.6852703213795,74.3,75.4,78,78.21,79.0545209265596,79.05
Jordan,JOR,Internet users (per 100 people),IT.NET.USER.P2,2.62327542156362,4.70571958094159,6.02553241191204,8.46600501623938,11.6587413706379,12.9328520457507,13.8671087882097,20,23,26,27.2,34.9,41
Kazakhstan,KAZ,Internet users (per 100 people),IT.NET.USER.P2,0.668594402621264,1.00612421099739,1.67477099516366,2.00041475265872,2.6503946570164,2.96170749150089,3.26836905115978,4.02,11,18.2,31.6,50.6,53.3156691222464
Kenya,KEN,Internet users (per 100 people),IT.NET.USER.P2,0.318059713612037,0.619782266151425,1.20777388492125,2.94190286101524,3.02352804209621,3.10189770248496,7.5337897198037,7.95,8.67,10.04,14,28,32.0954171077906
Kiribati,KIR,Internet users (per 100 people),IT.NET.USER.P2,1.78522547397736,2.33745894837722,2.5,3,3.5,4,4.5,6,7,8.97,9.07,10,10.7467976841839
"Korea, Dem. Rep.",PRK,Internet users (per 100 people),IT.NET.USER.P2,0,0,0,0,0,0,0,0,0,0,,,
"Korea, Rep.",KOR,Internet users (per 100 people),IT.NET.USER.P2,44.7,56.6,59.4,65.5,72.7,73.5,78.1,78.8,81,81.6,83.7,83.8,84.1
Kosovo,KSV,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,
Kuwait,KWT,Internet users (per 100 people),IT.NET.USER.P2,6.73139576837536,8.55179243431475,10.2489679289296,22.4029383804612,22.9271120360078,25.9261083689107,28.7911979549612,34.8,42,50.8,61.4,74.2,79.1782013155686
Kyrgyz Republic,KGZ,Internet users (per 100 people),IT.NET.USER.P2,1.04140114469361,3.00294132719239,2.99926518003089,3.90876626828521,5.09038530732863,10.5338013405507,12.3069069959465,14.03,15.7,17,18.4,20,21.723508986846
Lao PDR,LAO,Internet users (per 100 people),IT.NET.USER.P2,0.111044032290124,0.181664460654566,0.267899241309349,0.333912466428616,0.361434490258043,0.850357490288917,1.16989342772256,1.64,3.55,6,7,9,10.747676189122
Latvia,LVA,Internet users (per 100 people),IT.NET.USER.P2,6.31906208267861,7.21934580836289,21.94,26.98,38.58,46,53.63,59.17,63.41,66.84,68.42,71.68,74
Lebanon,LBN,Internet users (per 100 people),IT.NET.USER.P2,7.95274373635276,6.78321977527715,7,8,9,10.14,15,18.74,22.53,30.14,43.68,52,61.249785718304
Lesotho,LSO,Internet users (per 100 people),IT.NET.USER.P2,0.211806070361977,0.261150063093855,1.08394313737534,1.53249659019509,2.17552433931097,2.58024548419449,2.97970818724486,3.44543125970873,3.58,3.72,3.86,4.2248,4.58961762996709
Liberia,LBR,Internet users (per 100 people),IT.NET.USER.P2,0.0177027057169472,0.033812227177592,0.0327133071190699,0.0318689345450327,0.0310111848040233,,,0.551376580555429,0.53,0.51,2.3,3,3.7941
Libya,LBY,Internet users (per 100 people),IT.NET.USER.P2,0.187042622337565,0.366533175284228,2.24441822165946,2.81451798740855,3.53283816154549,3.91778797710285,4.30105178913002,4.72199937850513,9,10.8,14,14,19.8637
Liechtenstein,LIE,Internet users (per 100 people),IT.NET.USER.P2,36.5152298938015,45.1168526483592,59.4707106749926,58.8096918372148,64.0074481394199,63.3713561470216,64.2141613630526,65.080218443168,70,75,80,85,89.4077
Lithuania,LTU,Internet users (per 100 people),IT.NET.USER.P2,6.42706749477765,7.17935699381369,17.69,25.91,31.23,36.22,43.9,49.9,55.22,59.76,62.12,65.05,68
Luxembourg,LUX,Internet users (per 100 people),IT.NET.USER.P2,22.8873279731211,36.163422506306,39.84,54.55,65.88,70,72.51,78.92,82.23,87.31,90.62,90.89,92
"Macao SAR, China",MAC,Internet users (per 100 people),IT.NET.USER.P2,13.6085897418451,22.5212167700561,25.1718801643395,25.7421239826498,31.4840973824121,34.8629271733959,46.4,47.327,49.24,54,55.198,60.2,64.2727
"Macedonia, FYR",MKD,Internet users (per 100 people),IT.NET.USER.P2,2.48556631640066,3.46818460849398,17.33,19.07,24.44,26.45,28.62,36.3,46.04,51.77,51.9,56.7,63.1477
Madagascar,MDG,Internet users (per 100 people),IT.NET.USER.P2,0.196394691006341,0.222511586178292,0.339720154596142,0.423252419277809,0.525353654946669,0.567721802237403,0.607552238860378,0.65,1.65,1.63,1.7,1.9,2.0549
Malawi,MWI,Internet users (per 100 people),IT.NET.USER.P2,0.126780944756387,0.164020725330811,0.21509472652259,0.278815116302304,0.347505334967577,0.384489334082782,0.425137489606563,0.965864736553132,0.7,1.07,2.26,3.33,4.3506
Malaysia,MYS,Internet users (per 100 people),IT.NET.USER.P2,21.3847311644538,26.6959725007084,32.3382043389359,34.9711523397291,42.2522656295248,48.629170245984,51.6379889864403,55.7,55.8,55.9,56.3,61,65.8
Maldives,MDV,Internet users (per 100 people),IT.NET.USER.P2,2.2038729393788,3.61729064930367,5.3477651689359,5.97659284988557,6.58825487530861,6.86960506696215,11.0363527828647,16.3,23.2,24.8,26.53,34,38.9301
Mali,MLI,Internet users (per 100 people),IT.NET.USER.P2,0.142545755049184,0.185897413256084,0.2270455784917,0.310364443230575,0.432819639900985,0.507063135952247,0.729627280833101,0.81,1.57,1.8,1.9,2,2.1689
Malta,MLT,Internet users (per 100 people),IT.NET.USER.P2,13.1137087111024,17.8778483243348,28.92,31.64,34.62,41.24,40.41,46.9,50.08,58.86,63,69.22,70
Marshall Islands,MHL,Internet users (per 100 people),IT.NET.USER.P2,1.53427179624871,1.7066140776699,2.33544457522934,2.5697503671072,3.59977681383754,3.8787023977433,3.79559021427832,3.95,4.6,5.6,7,8.06,10
Mauritania,MRT,Internet users (per 100 people),IT.NET.USER.P2,0.192031462434805,0.261448551967195,0.363229414608579,0.424004895843197,0.481470438230954,0.669966474877597,0.97966125273203,1.43361319586788,1.87,2.28,4,4.5,5.3691
Mauritius,MUS,Internet users (per 100 people),IT.NET.USER.P2,7.28153511499385,8.78090401892036,10.252624671916,12.1871062041308,13.6890885885342,15.1722287524914,16.7,20.22,21.81,22.51,28.33,34.95,41.3946
Mexico,MEX,Internet users (per 100 people),IT.NET.USER.P2,5.08138415338066,7.0380231165045,11.9,12.9,14.1,17.21,19.52,20.81,21.71,26.34,31.05,34.96,38.42
"Micronesia, Fed. Sts.",FSM,Internet users (per 100 people),IT.NET.USER.P2,3.73486213690137,4.66052719883673,5.57009970478472,9.23250210039423,11.0178673081514,11.8813690993008,12.7503392500979,13.6211327333981,14.49,15.35,20,22.8,25.9744230029883
Moldova,MDA,Internet users (per 100 people),IT.NET.USER.P2,1.28284641670022,1.48781295215565,3.78724279887342,7.40754458415897,10.629390841654,14.6302704551796,19.6206477051634,20.45,23.39,27.5,32.3,38,43.37
Monaco,MCO,Internet users (per 100 people),IT.NET.USER.P2,42.1848634460346,46.6461423640265,48.0471171729696,49.4911689195459,52.4901966838546,55.4648260561427,61.4760397135217,64.3776824034335,67.25,70.1,75,80.3,87
Mongolia,MNG,Internet users (per 100 people),IT.NET.USER.P2,1.25565200358112,1.65323823906982,2.0395726034818,,,,,,9.8,10,10.2,12.5,16.4
Montenegro,MNE,Internet users (per 100 people),IT.NET.USER.P2,,,,,25.3500686036232,27.1,28.9,30.8,32.9,35.1,37.5,40,56.8387825490631
Morocco,MAR,Internet users (per 100 people),IT.NET.USER.P2,0.693791244805455,1.37143810096418,2.37325319241544,3.35336668122363,11.6079347729582,15.0844445240204,19.7711915653115,21.5,33.1,41.3,52,53,55
Mozambique,MOZ,Internet users (per 100 people),IT.NET.USER.P2,0.109592530041641,0.160031946644069,0.259612611253739,0.419538843913707,0.679447835392438,0.854357118107528,0.842954488044236,0.91,1.56,2.68,4.17,4.3,4.8491
